Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
C,,2004-04-01,1,,7,0.6,0.6,12,,55,0:00,Not Recorded,,,12.77777778,2004
C,,2004-04-16,1,7.4,7.5,0.4,0.4,14,,52,0:00,Not Recorded,,,11.11111111,2004
C,,2004-04-29,0,2.8,7,0.3,0.3,,,63,0:00,Not Recorded,,,17.22222222,2004
C,,2004-05-13,2,,7,0.4,0.4,27,,78,0:00,Not Recorded,,,25.55555556,2004
C,,2004-06-03,0,4.2,7.5,0.3,0.3,26,,80,0:00,Not Recorded,,,26.66666667,2004
C,,2004-06-17,0,,7,0.4,0.4,25,,79,0:00,Not Recorded,,,26.11111111,2004
C,,2004-07-08,0,3,7.5,0.5,0.5,29,,80,N/A,Not Recorded,,,26.66666667,2004
C,,2004-07-22,0,,7,0.55,0.55,30,,81,0:00,Not Recorded,,,27.22222222,2004
C,,2004-08-05,0,2.9,6.5,0.6,0.6,29,,83,0:00,Not Recorded,,,28.33333333,2004
C,,2004-08-19,0,,6.5,0.7,0.7,28,,82,0:00,Not Recorded,,,27.77777778,2004
C,,2004-09-02,0,3.6,7,0.3,0.3,,,80,,Not Recorded,,,26.66666667,2004
C,,2004-09-16,0,,7,0.25,0.25,27,,30,0:00,Not Recorded,,,-1.111111111,2004
C,,2004-10-01,0,5.3,7.5,0.3,0.3,23,,72,0:00,Not Recorded,,,22.22222222,2004
C,,2004-10-21,2,,7,0.5,0.5,17,,63,0:00,Not Recorded,,,17.22222222,2004
C,,2004-11-05,0,6.2,7,0.5,0.5,15,,57,0:00,Not Recorded,,,13.88888889,2004
C,,2004-11-18,0,,7,0.5,0.5,11,,53,0:00,Not Recorded,,,11.66666667,2004
C,,2004-12-02,1,4.2,7,0.5,0.5,12,,55,0:00,Not Recorded,,,12.77777778,2004
C,,2004-12-16,3,,7,0.5,0.5,4,,35,0:00,Not Recorded,,,1.666666667,2004
D,,2004-01-04,1,,6.5,1.1,1.1,5,,33,0:00,Not Recorded,,,0.555555556,2004
D,,2004-01-20,0,10,6.5,1.4,1.4,4,,40,0:00,Not Recorded,,,4.444444444,2004
D,,2004-02-05,1,,6,1.5,1.5,5,,43,0:00,Not Recorded,,,6.111111111,2004
D,,2004-02-19,1,10.1,6.5,1.5,1.5,6,,37,0:00,Not Recorded,,,2.777777778,2004
D,,2004-03-04,0,,6.5,1.2,1.2,18,,21,0:00,Not Recorded,,,-6.111111111,2004
D,,2004-03-18,1,8.4,6.5,1,1.5,,,44,0:00,Not Recorded,,,6.666666667,2004
D,,2004-04-01,1,,6.5,1,1.6,12,,55,N/A,Not Recorded,,,12.77777778,2004
D,,2004-04-16,1,5.8,6.5,0.9,1.5,14,,52,0:00,Not Recorded,,,11.11111111,2004
D,,2004-04-29,0,4.9,6.5,1.1,1.35,19,,62,0:00,Not Recorded,,,16.66666667,2004
D,,2004-05-13,0,,7,1,1.4,28,,78,0:00,Not Recorded,,,25.55555556,2004
D,,2004-06-03,0,4.5,6.5,0.7,1.3,26,,78,0:00,Not Recorded,,,25.55555556,2004
D,,2004-06-17,0,,6.5,0.6,1.5,,,80,0:00,Not Recorded,,,26.66666667,2004
D,,2004-07-08,0,2.6,6.5,0.6,1.65,29,,78,0:00,Not Recorded,,,25.55555556,2004
D,,2004-08-05,0,3.1,6.5,0.5,1.6,28,,82,0:00,Not Recorded,,,27.77777778,2004
D,,2004-08-19,0,,6.5,0.8,1.5,29,,83,0:00,Not Recorded,,,28.33333333,2004
D,,2004-09-02,0,3,6.5,0.4,1.4,25.2,,78,0:00,Not Recorded,,,25.55555556,2004
D,,2004-09-16,0,,6.5,0.9,1.5,26,,30,0:00,Not Recorded,,,-1.111111111,2004
D,,2004-10-01,0,6.4,6.5,0.6,1.5,24,,72,0:00,Not Recorded,,,22.22222222,2004
D,,2004-10-21,1,3.3,6.5,0.8,0.8,17,,63,0:00,Not Recorded,,,17.22222222,2004
D,,2004-11-05,0,5.5,6.5,1.2,1.4,,,57,0:00,Not Recorded,,,13.88888889,2004
D,,2004-11-18,0,,6.5,1.4,1.4,12,,53,0:00,Not Recorded,,,11.66666667,2004
D,,2004-12-02,0,7.25,6.5,1.5,1.5,12,,54,0:00,Not Recorded,,,12.22222222,2004
D,,2004-12-16,,3,6.5,1.5,1.5,5,,35,0:00,Not Recorded,,,1.666666667,2004
Bay,,2004-01-09,1,8.2,6.5,0.4,0.4,6,,33,0:00,S. Poe,,,0.555555556,2004
Bay,,2004-01-20,1,9.5,6.5,0.2,0.3,7,,40,0:00,S. Poe,,,4.444444444,2004
Bay,,2004-02-05,0,5.9,6.5,0.2,0.25,15.5,,43,0:00,S. Poe,,,6.111111111,2004
Bay,,2004-02-19,1,7.5,7,0.1,0.1,6,,37,0:00,S. Poe,,,2.777777778,2004
Bay,,2004-03-04,1,3.7,6.5,0.1,0.5,15,,64,0:00,S. Poe,,,17.77777778,2004
Bay,,2004-03-18,0,7.7,6.5,0.2,0.45,9,,43.3,7:12,S. Poe,,,6.277777778,2004
Bay,,2004-04-01,0,7.6,7,0.1,0.1,14,,52.5,12:00,S. Poe,,,11.38888889,2004
Bay,,2004-04-16,1,5.7,6.5,0.2,0.5,13,,52,0:00,S. Poe,,,11.11111111,2004
Bay,,2004-04-29,0,7.1,6.5,0.35,0.45,16,,62,0:00,S. Poe,,,16.66666667,2004
Bay,,2004-05-13,0,5.6,6.5,0.4,0.75,,,75.6,14:24,S. Poe,,,24.22222222,2004
Bay,,2004-06-03,0,4.8,6.5,0.5,0.7,26,,77,0:00,S. Poe,,,25,2004
Bay,,2004-06-17,0,3.3,6.5,0.5,0.8,25,,77,0:00,S. Poe,,,25,2004
Bay,,2004-07-08,1,4.7,6.5,0.5,0.6,27,,77,0:00,S. Poe,,,25,2004
Bay,,2004-07-22,2,3.1,6.5,0.5,0.55,27,,79,0:00,S. Poe,,,26.11111111,2004
Bay,,2004-08-05,0,3.15,6.5,0.55,0.6,27,,81.5,12:00,S. Poe,,,27.5,2004
Bay,,2004-08-19,0,4.75,6.5,0.4,0.8,26,,79.9,21:36,S. Poe,,,26.61111111,2004
Bay,,2004-09-02,0,5.2,6.5,0.4,0.6,24,,78,0:00,S. Poe,,,25.55555556,2004
Bay,,2004-09-16,0,4,6.5,0.45,0.65,24,,29,0:00,S. Poe,,,-1.666666667,2004
Bay,,2004-10-01,1,4.3,7,0.4,0.7,23,,71.8,19:12,S. Poe,,,22.11111111,2004
Bay,,2004-10-21,1,5.8,6.5,0.6,0.7,18,,63,0:00,S. Poe,,,17.22222222,2004
Bay,,2004-11-05,1,5.9,6.5,0.5,0.6,14,,57,0:00,S. Poe,,,13.88888889,2004
Bay,,2004-11-18,0,5.9,6.5,0.5,0.5,11,,51,0:00,S. Poe,,,10.55555556,2004
Bay,,2004-12-02,0,6.3,6.5,0.4,0.65,11,,53.6,14:24,S. Poe,,,12,2004
Bay,,2004-12-16,2,5.2,6.5,0.3,0.3,4,,33,0:00,S. Poe,,,0.555555556,2004
A,,2005-01-06,0,,6.5,1,1,12,,59,0:00,Not Recorded,,,15,2005
A,,2005-02-03,0,5.5,7,0.8,0.8,5,,38,0:00,Not Recorded,,,3.333333333,2005
A,,2005-02-17,2,,7,1,1,10,,45,0:00,Not Recorded,,,7.222222222,2005
A,,2005-03-03,1,6.2,7,1.1,1.1,5,,34,0:00,Not Recorded,,,1.111111111,2005
A,,2005-03-10,1,,7,0.7,0.7,0.7,,45,0:00,Not Recorded,,,7.222222222,2005
A,,2005-04-21,0,3.3,7,0.3,0.9,19,,70,0:00,Not Recorded,,,21.11111111,2005
A,,2005-05-05,0,,7,0.6,0.6,17,,54,0:00,Not Recorded,,,12.22222222,2005
A,,2005-05-24,0,4.7,7,0.6,0.75,20,,62,0:00,Not Recorded,,,16.66666667,2005
A,,2005-06-16,0,,8,0.7,0.85,31,,88,0:00,Not Recorded,,,31.11111111,2005
A,,2005-07-01,0,,7,0.8,0.8,30,,,0:00,Not Recorded,,,-17.77777778,2005
A,,2005-07-14,0,2.2,6,0.8,0.8,28,,,0:00,Not Recorded,,,-17.77777778,2005
A,,2005-08-11,0,,7,1,1.4,32,,86,0:00,Not Recorded,,,30,2005
A,,2005-08-24,0,,7,0.5,0.7,27,,73,0:00,Not Recorded,,,22.77777778,2005
A,,2005-09-08,0,4.2,7,0.3,0.5,,,73,0:00,Not Recorded,,,22.77777778,2005
A,,2005-09-22,0,,6.5,0.3,0.5,26,,79,0:00,Not Recorded,,,26.11111111,2005
A,,2005-10-07,0,3.4,6.5,0.6,0.8,24,,77,0:00,Not Recorded,,,25,2005
A,,2005-10-27,0,,6.5,0.6,0.6,9,,53,0:00,Not Recorded,,,11.66666667,2005
A,,2005-11-03,0,,7,0.8,0.8,14,,59,0:00,Not Recorded,,,15,2005
A,,2005-11-10,0,,6.5,0.9,0.9,17,,59,0:00,Not Recorded,,,15,2005
A,,2005-12-01,0,7,6.5,0.9,0.9,10,,45,0:00,Not Recorded,,,7.222222222,2005
B,,2005-01-06,0,,7,0.2,0.2,13,,59,0:00,Not Recorded,,,15,2005
B,,2005-02-03,0,6.7,7,0.3,0.3,34.5,,38,0:00,Not Recorded,,,3.333333333,2005
B,,2005-02-17,2,,7,,,10,,45,0:00,Not Recorded,,,7.222222222,2005
B,,2005-03-03,2,5.3,7,0.3,0.3,5,,34,0:00,Not Recorded,,,1.111111111,2005
B,,2005-03-10,2,,7.5,0.4,0.4,7,,45,0:00,Not Recorded,,,7.222222222,2005
B,,2005-04-21,0,5.4,8.5,0.2,0.2,20,,71,0:00,Not Recorded,,,21.66666667,2005
B,,2005-05-05,0,,8,0.1,0.1,17,,54,0:00,Not Recorded,,,12.22222222,2005
B,,2005-05-24,0,6,9,0.1,0.1,20,,62,0:00,Not Recorded,,,16.66666667,2005
B,,2005-06-16,0,,9,0.95,,35,,89,0:00,Not Recorded,,,31.66666667,2005
B,,2005-07-01,0,,8,0.3,0.3,30,,,0:00,Not Recorded,,,-17.77777778,2005
B,,2005-07-14,0,3.5,6,0.1,0.1,28,,,0:00,Not Recorded,,,-17.77777778,2005
B,,2005-08-11,0,,7,0.6,0.6,31,,86,0:00,Not Recorded,,,30,2005
B,,2005-08-24,0,,7.5,0.2,0.2,27,,73,0:00,Not Recorded,,,22.77777778,2005
B,,2005-09-08,0,2.4,7,0.1,0.1,26,,74,0:00,Not Recorded,,,23.33333333,2005
B,,2005-09-22,0,,6.5,0.1,0.1,27,,78,0:00,Not Recorded,,,25.55555556,2005
B,,2005-10-07,0,4.5,7,0.1,0.1,25,,77,0:00,Not Recorded,,,25,2005
B,,2005-10-27,0,,6.5,0.1,0.1,14,,53,0:00,Not Recorded,,,11.66666667,2005
B,,2005-11-03,0,5.7,6.5,0.15,0.15,13,,59,0:00,Not Recorded,,,15,2005
B,,2005-11-10,0,,6.5,0.2,0.2,17,,59,0:00,Not Recorded,,,15,2005
B,,2005-12-01,0,6.1,7,0.5,0.5,13,,45,0:00,Not Recorded,,,7.222222222,2005
C,,2005-01-06,1,4.3,7,0.4,0.4,13,,58,0:00,Not Recorded,,,14.44444444,2005
C,,2005-02-03,0,,7,0.6,0.6,4.5,,38,0:00,Not Recorded,,,3.333333333,2005
C,,2005-02-17,1,5.3,7,0.6,0.6,12,,45,0:00,Not Recorded,,,7.222222222,2005
C,,2005-03-03,2,,7,0.6,0.6,5,,34,0:00,Not Recorded,,,1.111111111,2005
C,,2005-03-10,1,6.9,7,0.7,0.7,6,,45,0:00,Not Recorded,,,7.222222222,2005
C,,2005-04-21,0,,8,0.6,0.6,21,,71,0:00,Not Recorded,,,21.66666667,2005
C,,2005-05-05,0,4.8,8,0.6,0.6,,,58,0:00,Not Recorded,,,14.44444444,2005
C,,2005-05-24,0,,7.5,0.7,0.7,21,,62,0:00,Not Recorded,,,16.66666667,2005
C,,2005-06-03,0,4.4,8,0.7,0.7,18,,64,0:00,Not Recorded,,,17.77777778,2005
C,,2005-06-16,0,4.8,8.5,0.6,0.6,34,,88,0:00,Not Recorded,,,31.11111111,2005
C,,2005-07-01,0,5.1,8.5,0.6,0.6,31,,,0:00,Not Recorded,,,-17.77777778,2005
C,,2005-07-14,0,,6.5,0.6,0.6,32,,,0:00,Not Recorded,,,-17.77777778,2005
C,,2005-08-11,0,5.2,7.5,0.1,0.1,32,,86,0:00,Not Recorded,,,30,2005
C,,2005-08-24,0,3.6,7,0.3,0.3,25,,73,0:00,Not Recorded,,,22.77777778,2005
C,,2005-09-08,0,,8,0.1,0.1,25,,74,0:00,Not Recorded,,,23.33333333,2005
C,,2005-09-22,0,2.6,6.5,0.2,0.2,25,,78,0:00,Not Recorded,,,25.55555556,2005
C,,2005-10-07,0,,6.5,,,25,,77,0:00,Not Recorded,,,25,2005
C,,2005-10-27,0,5,7,0.35,0.35,14,,,0:00,Not Recorded,,,-17.77777778,2005
C,,2005-11-03,0,,7.5,0.3,0.3,16,,60,0:00,Not Recorded,,,15.55555556,2005
C,,2005-11-10,0,5,7,0.3,0.3,17,,59,0:00,Not Recorded,,,15,2005
C,,2005-12-01,0,,7,0.4,0.4,12,,46,0:00,Not Recorded,,,7.777777778,2005
D,,2005-01-06,0,7.6,6.5,1.4,1.4,13,,58,0:00,Not Recorded,,,14.44444444,2005
D,,2005-02-03,0,,6.5,1.1,1.45,7.2,,38,0:00,Not Recorded,,,3.333333333,2005
D,,2005-02-17,0,6.6,6.5,1.3,1.5,10,,44,0:00,Not Recorded,,,6.666666667,2005
D,,2005-03-03,1,,6.5,1.5,1.6,6,,35,0:00,Not Recorded,,,1.666666667,2005
D,,2005-03-10,1,7.7,6.5,1.2,1.4,6,,44,0:00,Not Recorded,,,6.666666667,2005
D,,2005-04-21,0,,6.5,1.1,1.4,21,,72,0:00,Not Recorded,,,22.22222222,2005
D,,2005-05-05,0,5.2,6.5,1,1.4,17,,58,0:00,Not Recorded,,,14.44444444,2005
D,,2005-05-24,0,,6.5,0.8,1.5,,,62,0:00,Not Recorded,,,16.66666667,2005
D,,2005-06-03,0,5,6.5,1,1.5,18,,63,0:00,Not Recorded,,,17.22222222,2005
D,,2005-06-16,0,4.3,6.5,0.8,1.4,34,,88,0:00,Not Recorded,,,31.11111111,2005
D,,2005-07-01,0,2.7,6.5,0.9,1.3,30,,,0:00,Not Recorded,,,-17.77777778,2005
D,,2005-07-14,0,,7.5,0.9,1.3,30,,,0:00,Not Recorded,,,-17.77777778,2005
D,,2005-07-21,0,4.3,6.5,0.7,1.5,32,,83,0:00,Not Recorded,,,28.33333333,2005
D,,2005-08-11,0,2.9,6.5,0.4,0.8,31,,85,0:00,Not Recorded,,,29.44444444,2005
D,,2005-08-24,0,2.5,,0.7,1.5,27,,73,0:00,Not Recorded,,,22.77777778,2005
D,,2005-09-08,0,,6.5,0.9,1.4,24,,74,0:00,Not Recorded,,,23.33333333,2005
D,,2005-09-22,0,3.9,6.5,0.7,1,26,,78,0:00,Not Recorded,,,25.55555556,2005
D,,2005-10-07,0,,6.5,0.7,1.1,25,,77,0:00,Not Recorded,,,25,2005
D,,2005-10-27,0,5.9,6.5,1,1.4,14,,51,0:00,Not Recorded,,,10.55555556,2005
D,,2005-11-03,0,,6,1.4,1.4,16,,60,0:00,Not Recorded,,,15.55555556,2005
D,,2005-11-10,0,5.9,6.5,0.9,1.3,17,,59,0:00,Not Recorded,,,15,2005
D,,2005-12-01,0,,6.5,1.3,1.3,11,,45,0:00,Not Recorded,,,7.222222222,2005
D,,2005-12-15,0,10,6.5,0.8,0.9,5,,46,0:00,Not Recorded,,,7.777777778,2005
Bay,,2005-01-06,1,5.9,6,0.4,0.5,12,,57.7,16:48,S. Poe,,,14.27777778,2005
Bay,,2005-02-03,0,7.3,6.5,0.15,0.15,6,,37.4,9:36,S. Poe,,,3,2005
Bay,,2005-02-17,0,6.3,6.5,0.3,0.5,9,,44,0:00,S. Poe,,,6.666666667,2005
Bay,,2005-03-03,1,,6.5,0.2,0.45,5,,,0:00,S. Poe,,,-17.77777778,2005
Bay,,2005-03-10,1,7.4,6,0.2,0.4,6,,44,0:00,S. Poe,,,6.666666667,2005
Bay,,2005-04-21,0,5.2,6,0.2,0.5,19,,70,0:00,S. Poe,,,21.11111111,2005
Bay,,2005-05-05,0,6.9,6.5,0.4,0.4,15,,58,0:00,S. Poe,,,14.44444444,2005
Bay,,2005-05-24,0,6.3,6.5,0.4,0.6,20,,61,0:00,S. Poe,,,16.11111111,2005
Bay,,2005-06-03,0,6.6,6.5,0.6,0.7,18,,63,0:00,S. Poe,,,17.22222222,2005
Bay,,2005-06-16,,5.4,7,0.55,0.65,30,,87.4,9:36,S. Poe,,,30.77777778,2005
Bay,,2005-07-01,0,4.3,6.5,0.07,0.07,27,,,0:00,S. Poe,,,-17.77777778,2005
Bay,,2005-07-14,0,3.6,6,0.6,0.7,25,,27,0:00,S. Poe,,,-2.777777778,2005
Bay,,2005-07-21,0,5.7,6,0.6,0.6,28,,83,0:00,S. Poe,,,28.33333333,2005
Bay,,2005-08-11,0,3.7,6.5,0.6,0.6,27,,85,0:00,S. Poe,,,29.44444444,2005
Bay,,2005-08-24,0,4.9,6,0.45,0.45,25,,73,0:00,S. Poe,,,22.77777778,2005
Bay,,2005-09-08,0,5,6.5,0.1,0.1,74,,76,0:00,S. Poe,,,24.44444444,2005
Bay,,2005-09-22,0,4.3,6,0.5,0.7,25,,78,0:00,S. Poe,,,25.55555556,2005
Bay,,2005-10-07,0,5.3,6.5,0.6,0.7,24,,72,0:00,S. Poe,,,22.22222222,2005
Bay,,2005-10-27,0,6.2,6.5,0.5,0.5,16,,51,0:00,S. Poe,,,10.55555556,2005
Bay,,2005-11-03,0,5.7,6.5,0.5,0.5,14,,57,0:00,S. Poe,,,13.88888889,2005
Bay,,2005-11-10,0,6.6,6.5,0.5,0.7,18,,59,0:00,S. Poe,,,15,2005
Bay,,2005-12-01,0,7.2,6.5,0.45,0.45,11,,43,0:00,S. Poe,,,6.111111111,2005
Bay,,2005-12-15,0,7.6,6.5,0.2,0.2,6,,46,0:00,S. Poe,,,7.777777778,2005
A,,2006-01-03,0,,6,0.7,0.9,11,,48,0:00,Not Recorded,,,8.888888889,2006
A,,2006-01-19,0,7.7,6.5,1.1,1.1,9,,46,0:00,Not Recorded,,,7.777777778,2006
A,,2006-02-02,0,,6.5,1.15,1.15,9,,52,0:00,Not Recorded,,,11.11111111,2006
A,,2006-02-09,0,8.6,7,1,1.1,7,,39.2,4:48,Not Recorded,,,4,2006
A,,2006-03-09,0,,7,1.1,1.1,10,,57.2,4:48,Not Recorded,,,14,2006
A,,2006-03-15,0,7.8,7,1,1,14,,44.6,14:24,Not Recorded,,,7,2006
A,,2006-04-06,0,,7.5,0.4,1.1,17,,59,0:00,Not Recorded,,,15,2006
A,,2006-04-21,0,,7,0.6,1,19,,62.6,14:24,Not Recorded,,,17,2006
A,,2006-05-05,0,,7,0.9,0.9,21,,60.8,19:12,Not Recorded,,,16,2006
A,,2006-05-17,0,,6.5,0.8,0.8,22,,71,0:00,Not Recorded,,,21.66666667,2006
A,,2006-06-01,0,5,7,0.7,0.7,20,,77,0:00,Not Recorded,,,25,2006
A,,2006-07-06,0,3.6,6.5,0.9,1,28,,73.4,9:36,Not Recorded,,,23,2006
A,,2006-07-18,0,,7,0.8,0.8,31,,73,0:00,Not Recorded,,,22.77777778,2006
A,,2006-07-27,0,2,6.5,,,28,,79,0:00,Not Recorded,,,26.11111111,2006
A,,2006-08-17,0,,6.5,0.5,0.6,26,,80,0:00,Not Recorded,,,26.66666667,2006
A,,2006-09-07,0,3.7,6.5,,,24,,70,0:00,Not Recorded,,,21.11111111,2006
A,,2006-09-21,0,,6.5,0.6,0.9,21,,66,0:00,Not Recorded,,,18.88888889,2006
A,,2006-10-05,0,6.3,,0.8,0.8,23,,74,0:00,Not Recorded,,,23.33333333,2006
A,,2006-10-19,0,,7,0.8,0.8,21,,67,0:00,Not Recorded,,,19.44444444,2006
A,,2006-11-06,0,,6.5,0.6,0.6,15,,61,0:00,Not Recorded,,,16.11111111,2006
A,,2006-11-16,0,6,6.5,0.6,0.95,17,,65,0:00,Not Recorded,,,18.33333333,2006
A,,2006-11-30,0,,6.5,0.6,0.9,15,,65,0:00,Not Recorded,,,18.33333333,2006
A,,2006-12-14,0,7.8,,0.65,0.75,13,,58,0:00,Not Recorded,,,14.44444444,2006
B,,2006-01-03,0,,7,0.3,0.3,11,,48,0:00,Not Recorded,,,8.888888889,2006
B,,2006-01-19,0,5.7,7,0.2,0.2,8,,46,0:00,Not Recorded,,,7.777777778,2006
B,,2006-02-02,0,,7,0.2,0.2,9,,54,0:00,Not Recorded,,,12.22222222,2006
B,,2006-02-09,0,8.5,7,0.2,0.2,,,39.2,4:48,Not Recorded,,,4,2006
B,,2006-03-09,0,,7,0.3,0.3,11,,57.2,4:48,Not Recorded,,,14,2006
B,,2006-03-15,0,7.7,7,0.2,0.2,12,,48.2,4:48,Not Recorded,,,9,2006
B,,2006-04-06,0,,8,0.25,0.25,17,,59,0:00,Not Recorded,,,15,2006
B,,2006-04-21,0,8,7,0.2,0.2,18,,62.6,14:24,Not Recorded,,,17,2006
B,,2006-05-05,0,,9,0.1,0.1,21,,60.8,19:12,Not Recorded,,,16,2006
B,,2006-05-17,0,,6,0.2,0.2,22,,71,0:00,Not Recorded,,,21.66666667,2006
B,,2006-06-01,0,4.4,7,0.1,0.1,26,,77,0:00,Not Recorded,,,25,2006
B,,2006-06-16,0,3.8,6,0.4,0.4,23,,68,0:00,Not Recorded,,,20,2006
B,,2006-07-06,0,4.7,6.5,0.2,0.2,27,,73.4,9:36,Not Recorded,,,23,2006
B,,2006-07-18,0,,6.5,0.2,0.2,20,,72,0:00,Not Recorded,,,22.22222222,2006
B,,2006-07-27,0,2.9,6.5,0.2,0.2,29,,79,0:00,Not Recorded,,,26.11111111,2006
B,,2006-08-17,0,,9,0.1,0.1,30,,80,0:00,Not Recorded,,,26.66666667,2006
B,,2006-09-07,0,3.5,6.5,0.2,0.2,25,,70,,Not Recorded,,,21.11111111,2006
B,,2006-09-21,0,,6.5,0.2,0.2,18,,66,0:00,Not Recorded,,,18.88888889,2006
B,,2006-10-05,0,8.2,7,0.4,0.4,23,,73,0:00,Not Recorded,,,22.77777778,2006
B,,2006-10-19,0,,7.5,0.3,0.3,22,,67,0:00,Not Recorded,,,19.44444444,2006
B,,2006-11-06,0,,7,0.2,0.2,19,,62,0:00,Not Recorded,,,16.66666667,2006
B,,2006-11-16,0,6.8,6.5,0.3,0.3,18,,65,0:00,Not Recorded,,,18.33333333,2006
B,,2006-11-30,0,,7,0.2,0.2,16,,65,0:00,Not Recorded,,,18.33333333,2006
B,,2006-12-14,0,7.7,6,0.1,0.2,15,,58,0:00,Not Recorded,,,14.44444444,2006
C,,2006-01-03,0,5.9,7,0.5,0.5,10,,48,0:00,Not Recorded,,,8.888888889,2006
C,,2006-01-19,0,,7,0.5,0.5,10,,47,0:00,Not Recorded,,,8.333333333,2006
C,,2006-02-02,0,8.8,7,0.5,0.5,9,,54,0:00,Not Recorded,,,12.22222222,2006
C,,2006-02-09,0,,7,0.6,0.6,7,,39.2,4:48,Not Recorded,,,4,2006
C,,2006-03-09,0,9.9,7.5,0.5,0.5,10,,57.2,4:48,Not Recorded,,,14,2006
C,,2006-03-15,0,,8,0.4,0.4,14,,44.6,14:24,Not Recorded,,,7,2006
C,,2006-04-06,0,8.2,8,0.4,0.4,14,,59,0:00,Not Recorded,,,15,2006
C,,2006-04-21,0,,7,0.3,0.3,18,,62.6,14:24,Not Recorded,,,17,2006
C,,2006-05-05,0,9,8.5,0.1,0.3,19,,60.8,19:12,Not Recorded,,,16,2006
C,,2006-05-17,0,,8,,,23,,71,0:00,Not Recorded,,,21.66666667,2006
C,,2006-06-01,0,,9.5,0.2,0.2,29,,77,0:00,Not Recorded,,,25,2006
C,,2006-06-16,0,,7,0.5,0.5,22,,68,0:00,Not Recorded,,,20,2006
C,,2006-07-06,0,,7,0.4,0.4,28,,73.4,9:36,Not Recorded,,,23,2006
C,,2006-07-18,0,2.7,6.5,0.2,0.2,26,,73,0:00,Not Recorded,,,22.77777778,2006
C,,2006-07-27,0,,7,0.3,0.3,29,,79,0:00,Not Recorded,,,26.11111111,2006
C,,2006-08-17,0,6.8,6.5,0.2,0.2,28,,80,0:00,Not Recorded,,,26.66666667,2006
C,,2006-09-07,0,,6.5,0.7,0.7,24,,71,0:00,Not Recorded,,,21.66666667,2006
C,,2006-09-21,0,5.2,6.5,0.4,0.4,20,,66,0:00,Not Recorded,,,18.88888889,2006
C,,2006-10-05,0,,6.5,0.1,0.1,25,,74,0:00,Not Recorded,,,23.33333333,2006
C,,2006-10-19,0,3.2,,0.2,0.2,,,67,0:00,Not Recorded,,,19.44444444,2006
C,,2006-11-06,0,4.9,6.5,0.1,0.1,17,,61,0:00,Not Recorded,,,16.11111111,2006
C,,2006-11-16,0,,6.5,1,1,18,,65,0:00,Not Recorded,,,18.33333333,2006
C,,2006-11-30,0,6.9,6.5,0.1,0.1,14,,65,0:00,Not Recorded,,,18.33333333,2006
C,,2006-12-14,0,,8,0.2,0.2,13,,58,0:00,Not Recorded,,,14.44444444,2006
D,,2006-01-03,0,8.1,6.5,1.2,1.6,9,,48,0:00,Not Recorded,,,8.888888889,2006
D,,2006-01-19,0,,6.5,1.4,1.4,10,,47,0:00,Not Recorded,,,8.333333333,2006
D,,2006-02-02,0,8.2,,1.4,1.4,9,,53.6,14:24,Not Recorded,,,12,2006
D,,2006-02-09,,,6.5,1.5,1.5,7,,41,0:00,Not Recorded,,,5,2006
D,,2006-03-09,0,8.7,6.5,1.4,1.4,10,,56,0:00,Not Recorded,,,13.33333333,2006
D,,2006-03-15,0,,6.5,1.3,1.3,13,,44.6,14:24,Not Recorded,,,7,2006
D,,2006-04-06,0,6.2,6.5,1.2,1.4,15,,59,0:00,Not Recorded,,,15,2006
D,,2006-04-12,0,,6.5,1.1,1.3,18,,62.6,14:24,Not Recorded,,,17,2006
D,,2006-05-05,0,6.6,6.5,1.4,1.4,19,,60.8,19:12,Not Recorded,,,16,2006
D,,2006-05-17,0,,6.5,1.2,1.5,21,,71,0:00,Not Recorded,,,21.66666667,2006
D,,2006-06-01,0,,6.5,1.1,1.3,28,,77,0:00,Not Recorded,,,25,2006
D,,2006-07-06,0,,6.5,0.5,1.5,28,,73.4,9:36,Not Recorded,,,23,2006
D,,2006-07-18,0,2.7,6.5,0.15,0.2,29,,,0:00,Not Recorded,,,-17.77777778,2006
D,,2006-07-27,0,,6.5,0.6,1.6,30,,79,0:00,Not Recorded,,,26.11111111,2006
D,,2006-08-17,0,3.9,5,0.65,1.3,25,,79,0:00,Not Recorded,,,26.11111111,2006
D,,2006-09-07,0,,6,0.7,1.65,24,,71,0:00,Not Recorded,,,21.66666667,2006
D,,2006-09-21,0,5.8,6.5,0.9,1.5,20,,66,0:00,Not Recorded,,,18.88888889,2006
D,,2006-10-05,0,,6.5,1,1.4,22,,73,0:00,Not Recorded,,,22.77777778,2006
D,,2006-10-19,0,5.3,6.5,0.2,0.6,20,,67,0:00,Not Recorded,,,19.44444444,2006
D,,2006-11-06,0,5.9,6.5,1.3,1.3,13,,60,0:00,Not Recorded,,,15.55555556,2006
D,,2006-11-16,0,,6.5,1,1.5,17,,65,0:00,Not Recorded,,,18.33333333,2006
D,,2006-11-30,0,6.7,6.5,1.2,1.5,14.5,,65,N/A,Not Recorded,,,18.33333333,2006
D,,2006-12-14,0,,6.5,1.4,1.4,13,,58,0:00,Not Recorded,,,14.44444444,2006
